Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Autonomia Máxima,Registo(s),Livro de Revisões completo,Inspecção válida até,IUC,Consumo Combinado,Sub-modelo,Filtro de partículas,Autonomia,Consumo,Garantia de Fábrica até,ou até,IVA Discriminado,Capacidade da bateria,Bateria,Clássico,Gancho de Reboque,Tempo de carregamento,Site,Portugal,Data
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Abril,2019,85 356 km,1 499 cm3,102 cv,Sim,,,Carrinha,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,21 490        EUR,8090590618,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8Pxid4.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Golf,1.0 TSI Confortline,Gasolina,Agosto,2017,79 229 km,999 cm3,110 cv,Sim,,,Citadino,Preto,,Manual,5,,,18 Meses,Nacional,,,Usados,19 990        EUR,8090267640,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-confortline-ID8PwVbK.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,SEAT,Leon ST,,Diesel,Julho,2019,72 032 km,1 598 cm3,115 cv,Sim,,,Carrinha,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,23 490        EUR,8090590604,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-ID8PxicQ.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Volvo,V40 Cross Country,2.0 D3 Plus,Diesel,Janeiro,2019,133 001 km,1 969 cm3,150 cv,Sim,,,Citadino,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,24 490        EUR,8090590600,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-cross-country-2-0-d3-plus-ID8PxicM.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,A3 Sportback,1.6 TDI,Diesel,Junho,2017,123 863 km,1 598 cm3,116 cv,Sim,,,Carrinha,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,20 490        EUR,8090590591,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-ID8PxicD.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Compass,1.6 M-Jet Longitude,Diesel,Fevereiro,2018,78 500 km,1 598 cm3,120 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,5,,,18 Meses,Nacional,,,Usados,21 750        EUR,8090022015,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-longitude-ID8PuUi3.html,6,Tracção dianteira,117 g/km,"6,20 l/100km",4 l/100km,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Janeiro,2019,64 000 km,1 598 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,21 500        EUR,8088719845,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8Pprxj.html,6,Tracção dianteira,,"5,20 l/100km",,,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line,Diesel,Outubro,2018,71 000 km,1 499 cm3,130 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,,,18 Meses,Nacional,,Sim,Usados,18 990        EUR,8090009604,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-ID8PuR3S.html,6,Tracção dianteira,126 g/km,"4,30 l/100km","3,50 l/100km",,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Abril,2019,51 227 km,1 598 cm3,120 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,26 990        EUR,8090590573,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-limited-ID8Pxicl.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Junho,2017,75 000 km,1 461 cm3,109 cv,,Sim,Sim,Carrinha,Cinzento,,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,23 900        EUR,8090617256,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8Pxp8I.html,6,,,,,,1,Sim,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 180,d AMG Line Aut.,Diesel,Fevereiro,2018,141 230 km,1 461 cm3,109 cv,,Sim,,Sedan,Preto,Metalizado,Automática,4,5,Classe 1,18 Meses,,Sim,,Usados,25 990        EUR,8090410756,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8Pvxq4.html,7,Tracção dianteira,110 g/km,"4,80 l/100km","3,90 l/100km",,,Sim,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Urban Aut.,Diesel,Março,2016,108 086 km,2 143 cm3,136 cv,Sim,,,Carrinha,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,29 490        EUR,8090590556,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-urban-aut-ID8Pxic4.html,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Jaguar,XE,2.0 D Pure Aut.,Diesel,Setembro,2015,98 000 km,1 999 cm3,180 cv,Sim,Sim,Sim,Sedan,Azul,Metalizado,Automática,4,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,23 950        EUR,8089440788,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-pure-aut-ID8Pst5q.html,,,,,,,1,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Dezembro,2019,59 310 km,999 cm3,115 cv,,Sim,Sim,SUV / TT,Branco,,Manual,5,5,,24 Meses,Importado,Sim,Sim,Usados,21 450        EUR,8088913901,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8Pqg1f.html,,,,,,,,Sim,01/12/2023,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,VW,Golf,2.0 TDI GTD DSG,Diesel,Março,2019,83 000 km,1 968 cm3,184 cv,,Sim,,Utilitário,Cinzento,,Automática,5,5,,18 Meses,Importado,Sim,Sim,Usados,31 800        EUR,8090194210,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-gtd-dsg-ID8PwD5o.html,,,,,,,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Maio,2020,63 087 km,1 950 cm3,306 cv,,,,Carrinha,Branco,,Automática,5,5,,18 Meses,,,,Usados,39 900        EUR,8090697566,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PxK22.html,9,Tracção traseira,36 g/km,,,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Fevereiro,2014,155 000 km,1 991 cm3,360 cv,Sim,Sim,Sim,Sedan,Branco,Metalizado,Automática,4,5,Classe 1,18 Meses,,Sim,Sim,Usados,34 500        EUR,8090610785,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8Pxnsl.html,,,,,,,,Sim,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Agosto,2022,25 000 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,,18 Meses,Nacional,Sim,Sim,Usados,31 450        EUR,8090102373,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pwfc9.html,,,,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,70 828 km,1 499 cm3,130 cv,Sim,,,Carrinha,Cinzento,,Manual,5,,,18 Meses,Nacional,,,Usados,32 490        EUR,8089763992,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PtPao.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,52 474 km,1 499 cm3,130 cv,Sim,,,Carrinha,Preto,,Manual,5,,,18 Meses,Nacional,,,Usados,33 490        EUR,8090591556,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pxisc.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC Exclusive,Diesel,Janeiro,2020,161 000 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,,,Sim,Usados,40 900        EUR,8090646214,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-exclusive-ID8PxvFM.html,9,Tracção traseira,128 g/km,"5,80 l/100km","4,30 l/100km",,1,Sim,,,,Classe E,Sim,,,,,Sim,,,,1,,StandVirtual,Yes,2023-10-01
Profissional,Alfa Romeo,Giulia,2.2 D Super AT8,Diesel,Agosto,2019,58 524 km,2 143 cm3,180 cv,Sim,,,Sedan,Azul,,Automática,4,,,18 Meses,Nacional,,,Usados,36 490        EUR,8090591499,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-super-at8-ID8Pxirh.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Nissan,Qashqai,,Híbrido (Gasolina),Julho,2021,8 600 km,1 332 cm3,140 cv,,Sim,Sim,SUV / TT,Azul,,Manual,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,30 950        EUR,8090482221,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-ID8PvQ0J.html,6,Tracção dianteira,,,,,,Sim,,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Particular,BMW,320,d Pack M Shadow Auto,Diesel,Abril,2019,117 840 km,1 995 cm3,190 cv,,,,Sedan,Branco,,Automática,4,5,Classe 1,,Nacional,Sim,Sim,Usados,34 499        EUR,8090704070,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-pack-m-shadow-auto-ID8PxLIV.html,8,Tracção traseira,161 g/km,"5,40 l/100km","4,90 l/100km",,1,Sim,30/04/2024,,,Série 3,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Março,2018,92 329 km,2 494 cm3,223 cv,Sim,,,Sedan,Cinzento,,Automática,4,,,18 Meses,Nacional,,,Usados,33 490        EUR,8090591426,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/lexus-is-300h-executive-ID8Pxiq6.html,,,,,,,,,,,,IS,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Dezembro,2020,40 000 km,1 395 cm3,204 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,32 480        EUR,8089208076,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-advanced-ID8Pruy0.html,7,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line EAT8,Diesel,Maio,2021,49 337 km,1 499 cm3,130 cv,Sim,,,Carrinha,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,31 990        EUR,8090591387,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-eat8-ID8Pxipt.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Maio,2016,81 700 km,2 143 cm3,177 cv,Sim,,,Carrinha,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,32 490        EUR,8089773725,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-shooting-brake-amg-line-aut-ID8PtRHn.html,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Tesla,Model S,75D,Eléctrico,Maio,2017,130 000 km,,332 cv,,,,Sedan,Azul,Metalizado,Automática,5,5,,,,,,Usados,41 950        EUR,8090474492,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75d-ID8PvO04.html,,,,,,,,,,,,,,450 km,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy EDC,Gasolina,Junho,2019,21 000 km,1 798 cm3,300 cv,,,Sim,Utilitário,Branco,Pérola,Automática,5,4,Classe 1,18 Meses,Importado,Sim,Sim,Usados,39 950        EUR,8090069462,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-edc-ID8Pw6Dk.html,6,Tracção dianteira,,,,,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 800 km,1 950 cm3,194 cv,Sim,,,Carrinha,Preto,,Automática,5,5,,24 Meses,Nacional,,,Usados,39 000        EUR,8090337165,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pveh7.html,,,,"5,70 l/100km","4,40 l/100km",,,,,,"4,90 l/100km",Classe E,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Peugeot,e-208,Allure Pack,Eléctrico,Março,2023,6 020 km,,136 cv,,Sim,Sim,Citadino,Vermelho,,Automática,5,5,,36 Meses,Nacional,Sim,Sim,Usados,32 500        EUR,8089279918,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-allure-pack-ID8PrNeK.html,,,,,,,,Sim,,,,,,340 km,"16,90 kWh/100km",,,,,Própria,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,1 332 cm3,109 cv,Sim,,,Utilitário,Azul,,Manual,5,5,,24 Meses,Nacional,,,Usados,32 500        EUR,8090586743,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,,,,,,,,,,,"5,90 l/100km",Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,318,d Line Sport Auto,Diesel,Março,2021,31 938 km,1 995 cm3,150 cv,,Sim,Sim,Sedan,Branco,Pérola,Automática,4,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,40 800        EUR,8090193396,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-auto-ID8PwCSg.html,8,Tracção traseira,120 g/km,,,,,Sim,,"235,26 €",,Série 3,,,,25/03/2024,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Particular,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Janeiro,2020,50 000 km,1 461 cm3,116 cv,,,,Sedan,Branco,,Automática,4,,,,,,,Usados,34 900        EUR,8090488902,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PvRKu.html,,,,"4,70 l/100km",,,,,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,SEAT,Leon,2.0 TSI OPF DSG Cupra Edition Carbon,Gasolina,Janeiro,2019,150 000 km,1 984 cm3,290 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,5,5,Classe 1,36 Meses,,Sim,Sim,Usados,31 965        EUR,8090494034,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tsi-opf-dsg-cupra-edition-carbon-ID8PvT5g.html,7,Tracção dianteira,,"8,60 l/100km",,,,,23/01/2024,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Dezembro,2020,60 475 km,,204 cv,Sim,,,Citadino,Vermelho,,Automática,5,,,18 Meses,Nacional,,,Usados,32 990        EUR,8090591011,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-ID8Pxijp.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Pack M Auto,Diesel,Dezembro,2017,64 503 km,1 995 cm3,190 cv,Sim,,,Carrinha,Branco,,Automática,5,,,18 Meses,Nacional,,,Usados,39 990        EUR,8090590963,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PxiiD.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido (Gasolina),Julho,2017,74 493 km,1 998 cm3,252 cv,Sim,,,Sedan,Azul,,Automática,4,,,18 Meses,Nacional,,,Usados,37 990        EUR,8090590920,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-luxury-ID8PxihV.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Outubro,2021,10 962 km,,136 cv,Sim,,,Citadino,Azul,,Automática,5,,,18 Meses,Nacional,,,Usados,33 490        EUR,8090590914,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8PxihQ.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,X2,18 d sDrive Auto Advantage,Diesel,Julho,2018,78 000 km,1 995 cm3,150 cv,,,,Monovolume,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,32 900        EUR,8090192094,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-advantage-ID8PwCxg.html,8,Tracção traseira,136 g/km,,,,1,Sim,,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Countryman,Cooper S E ALL4 Auto,Híbrido (Gasolina),Janeiro,2019,66 097 km,1 499 cm3,224 cv,Sim,,,Citadino,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,31 490        EUR,8090590879,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-s-e-all4-auto-ID8Pxihh.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Volvo,XC 40,2.0 D3 Geartronic,Diesel,Outubro,2018,85 132 km,1 969 cm3,150 cv,Sim,,,SUV / TT,Cinzento,,Automática,5,,,18 Meses,Nacional,,,Usados,39 990        EUR,8090590875,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-geartronic-ID8Pxihd.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Citroën,C5 Aircross,1.6 Hybrid Shine e-EAT8,Híbrido (Gasolina),Março,2023,13 500 km,1 598 cm3,180 cv,,Sim,Sim,SUV / TT,Azul,,Automática,5,5,,36 Meses,Nacional,Sim,Sim,Usados,43 000        EUR,8089279912,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-6-hybrid-shine-e-eat8-ID8PrNeE.html,8,,,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Toyota,Hilux,2.4 D-4D 2WD CE,Diesel,Maio,2020,6 000 km,2 393 cm3,150 cv,,Sim,Sim,SUV / TT,Branco,,Manual,2,3,,36 Meses,Nacional,,,Usados,32 900        EUR,8089252662,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/toyota-hilux-2-4-d-4d-2wd-ce-ID8PrG98.html,6,,,,,,1,,,,,,,,,15/05/2025,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 180,d Progressive Aut.,Diesel,Setembro,2020,50 000 km,1 461 cm3,116 cv,,Sim,Sim,Sedan,Preto,,Automática,4,5,Classe 1,24 Meses,Nacional,,Sim,Usados,33 750        EUR,8089458330,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-progressive-aut-ID8PsxEm.html,7,,,,,,1,Sim,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Opel,Zafira Life,1.5 CDTi L2H1 Enjoy,Diesel,Abril,2021,93 000 km,1 499 cm3,120 cv,Sim,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,5,9,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,40 990        EUR,8087777837,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-zafira-life-1-5-cdti-l2h1-enjoy-ID8PlutD.html,6,,,5 l/100km,,,1,Sim,,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,MINI,Countryman,Cooper SE ALL4 Auto,Híbrido (Gasolina),Fevereiro,2018,42 129 km,1 499 cm3,224 cv,Sim,,,Citadino,Preto,,Automática,5,,,18 Meses,Nacional,,,Usados,31 490        EUR,8090590777,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-se-all4-auto-ID8PxifD.html,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,318,d Pack M Auto,Diesel,Junho,2021,34 000 km,1 995 cm3,150 cv,,Sim,Sim,Sedan,Branco,Pérola,Automática,4,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,41 000        EUR,8089441197,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-pack-m-auto-ID8Pstc1.html,8,Tracção traseira,120 g/km,,,,1,Sim,,235 €,,Série 3,Sim,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,BMW,520,d Pack M Auto,Diesel,Abril,2016,71 523 km,1 995 cm3,190 cv,Sim,,,Carrinha,Azul,,Automática,5,,,18 Meses,Nacional,,,Usados,34 990        EUR,8090590747,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Pxif9.html,,,,,,,,,,,,Série 5,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Tesla,Model S,P85D,Eléctrico,Junho,2015,220 000 km,,700 cv,,,Sim,Sedan,Azul,Metalizado,Automática,5,,,,,,,Usados,34 000        EUR,8090704110,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-p85d-ID8PxLJA.html,,,,,,,,,,,,,,400 km,,,,,85 kWh,Própria,,,1 horas,StandVirtual,Yes,2023-10-01
Profissional,VW,Sharan,2.0 TDI Blue Confortline,Diesel,Abril,2017,77 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,Monovolume,Cinzento,,Manual,5,7,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,31 450        EUR,8088184379,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-blue-confortline-ID8PnceL.html,,,,6 l/100km,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Particular,Mercedes-Benz,CLS 350,d,Diesel,Maio,2017,131 000 km,2 987 cm3,258 cv,,Sim,,Coupé,Preto,Metalizado,Automática,4,4,Classe 1,,Nacional,Sim,Sim,Usados,33 999        EUR,8089939437,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-350-d-ID8PuyO9.html,9,Tracção traseira,137 g/km,"6,30 l/100km","4,70 l/100km",,1,Sim,30/05/2024,,,Classe CLS,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Julho,2019,74 863 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Branco,,Automática,5,5,Classe 1,24 Meses,Nacional,Sim,Sim,Usados,44 490        EUR,8090598600,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-avantgarde-ID8PxkhO.html,9,Tracção traseira,36 g/km,,,,1,,,,,Classe E,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,C 250,d,Diesel,Novembro,2017,70 999 km,2 143 cm3,204 cv,Sim,,,Coupé,Azul,,Automática,3,,,18 Meses,Nacional,,,Usados,44 990        EUR,8090590674,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PxidY.html,,,,,,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Urban Aut.,Diesel,Outubro,2018,102 105 km,2 143 cm3,136 cv,Sim,,,Carrinha,Branco,,Automática,5,,,18 Meses,Nacional,,,Usados,31 990        EUR,8090590660,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-urban-aut-ID8PxidK.html,,,,,,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Abril,2019,99 750 km,1 969 cm3,190 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,34 750        EUR,8089717694,1 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PtD7E.html,8,Tracção dianteira,146 g/km,"5,40 l/100km","4,20 l/100km",,1,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-01
